L1.31
1.31 7.5 4 -6132.9782468684625
1.31 7.75 4 -6386.9830460760950
1.31 8 4 -6530.0599569710184
1.31 8.25 4 -6615.5634560332210
1.31 8.5 4 -6663.9573762257432
1.31 8.75 4 -6686.3726146549789
1.31 9 4 -6690.2265576289392
1.31 9.25 4 -6681.0525435926011
1.31 9.5 4 -6663.9276473109103
1.31 9.75 4 -6643.5984294681193
1.31 10 4 -6624.4309291171603
1.31 10.25 4 -6610.9802754982893
1.31 10.5 4 -6605.2507005829229
1.31 23.5 4 -6603.4266589955478
1.31 23.75 4 -6603.4266589969993
1.31 24 4 -6603.4266589996314
