L1.24
1.24 7.5 4 -6051.7467797644749
1.24 7.75 4 -6246.0186044495940
1.24 8 4 -6360.0716903465172
1.24 8.25 4 -6427.7575875922657
1.24 8.5 4 -6464.3802780488286
1.24 8.75 4 -6478.9356371525873
1.24 9 4 -6477.7857408021482
1.24 9.25 4 -6465.7813278842723
1.24 9.5 4 -6447.7664012761288
1.24 9.75 4 -6428.0665585633933
1.24 10 4 -6410.9877701119867
1.24 10.25 4 -6400.5091470592333
1.24 10.5 4 -6396.9422614341229
1.24 23.5 4 -6395.8706124281834
1.24 23.75 4 -6395.8706124292266
1.24 24 4 -6395.8706124313821
